pub_date	title	venue	excerpt	citation	url_slug	paper_url	slides_url
2022-06-16	Reduced-Dimension, Biophysical Neuron Models Constructed From Observed Data	Neural Computation	Using methods from nonlinear dynamics and interpolation techniques from applied mathematics, we show how to use data alone to construct discrete time dynamical rules that forecast observed neuron properties.	Randall Clark, Lawson Fuller, Jason A. Platt, Henry D. I. Abarbanel; Reduced-Dimension, Biophysical Neuron Models Constructed From Observed Data. Neural Comput 2022; 34 (7): 1545–1587. doi: https://doi.org/10.1162/neco_a_01515	neco/article/34/7/1545/111332	https://direct.mit.edu/neco/article-pdf/34/7/1545/2030451/neco_a_01515.pdf	
